Input_A1_001,Input_A1_002,Input_A1_003,Input_A1_004,Input_A1_005,Input_A1_006,Input_A1_007,Input_A1_008,Input_A1_009,Input_A1_010,Input_A1_011,Input_A1_012,Input_A1_013,Input_A1_014,Input_A1_015,Input_A1_016,Input_A1_017,Input_A1_018,Input_A1_019,Input_A1_020,Input_A1_021,Input_A1_022,Input_A1_023,Input_A1_024,Input_A2_001,Input_A2_002,Input_A2_003,Input_A2_004,Input_A2_005,Input_A2_006,Input_A2_007,Input_A2_008,Input_A2_009,Input_A2_010,Input_A2_011,Input_A2_012,Input_A2_013,Input_A2_014,Input_A2_015,Input_A2_016,Input_A2_017,Input_A2_018,Input_A2_019,Input_A2_020,Input_A2_021,Input_A2_022,Input_A2_023,Input_A2_024,Input_A3_001,Input_A3_002,Input_A3_003,Input_A3_004,Input_A3_005,Input_A3_006,Input_A3_007,Input_A3_008,Input_A3_009,Input_A3_010,Input_A3_011,Input_A3_012,Input_A3_013,Input_A3_014,Input_A3_015,Input_A3_016,Input_A3_017,Input_A3_018,Input_A3_019,Input_A3_020,Input_A3_021,Input_A3_022,Input_A3_023,Input_A3_024,Input_A4_001,Input_A4_002,Input_A4_003,Input_A4_004,Input_A4_005,Input_A4_006,Input_A4_007,Input_A4_008,Input_A4_009,Input_A4_010,Input_A4_011,Input_A4_012,Input_A4_013,Input_A4_014,Input_A4_015,Input_A4_016,Input_A4_017,Input_A4_018,Input_A4_019,Input_A4_020,Input_A4_021,Input_A4_022,Input_A4_023,Input_A4_024,Input_A5_001,Input_A5_002,Input_A5_003,Input_A5_004,Input_A5_005,Input_A5_006,Input_A5_007,Input_A5_008,Input_A5_009,Input_A5_010,Input_A5_011,Input_A5_012,Input_A5_013,Input_A5_014,Input_A5_015,Input_A5_016,Input_A5_017,Input_A5_018,Input_A5_019,Input_A5_020,Input_A5_021,Input_A5_022,Input_A5_023,Input_A5_024,Input_A6_001,Input_A6_002,Input_A6_003,Input_A6_004,Input_A6_005,Input_A6_006,Input_A6_007,Input_A6_008,Input_A6_009,Input_A6_010,Input_A6_011,Input_A6_012,Input_A6_013,Input_A6_014,Input_A6_015,Input_A6_016,Input_A6_017,Input_A6_018,Input_A6_019,Input_A6_020,Input_A6_021,Input_A6_022,Input_A6_023,Input_A6_024,Input_C_001,Input_C_002,Input_C_003,Input_C_004,Input_C_005,Input_C_006,Input_C_007,Input_C_008,Input_C_009,Input_C_010,Input_C_011,Input_C_012,Input_C_013,Input_C_014,Input_C_039,Input_C_040,Input_C_041,Input_C_042,Input_C_043,Input_C_044,Input_C_045,Input_C_046,Input_C_047,Input_C_048,Input_C_049,Input_C_050,Input_C_051,Input_C_052,Input_C_053,Input_C_054,Input_C_055,Input_C_056,Input_C_057,Input_C_058,Input_C_059,Input_C_060,Input_C_061,Input_C_062,Input_C_083,Input_C_084,Input_C_085,Input_C_086,Input_C_087,Input_C_088,Input_C_089,Input_C_090,Input_C_091,Input_C_092,Input_C_093,Input_C_094,Input_C_095,Input_C_096,Input_C_097,Input_C_098,Input_C_099,Input_C_100,Input_C_101,Input_C_102,Input_C_103,Input_C_104,Input_C_105,Input_C_106,Input_C_107,Input_C_108,Input_C_109,Input_C_110,Input_C_111,Input_C_112,Input_C_113,Input_C_114,Input_C_115,Input_C_116,Input_C_117,Input_C_118,Input_C_119,Input_C_120,Input_C_121,Input_C_122,Input_C_123,Input_C_124,Input_C_125,Input_C_126,Input_C_127,Input_C_128,Input_C_129,Input_C_130,Input_C_131,Input_C_132,Input_C_133,Input_C_134,Input_C_135,Input_C_136,Input_C_137,Output_A1,Output_A2,Output_A3,Output_A4,Output_A5,Output_A6
0.0,0.0,0.0,0.02,0.03,0.002,0.006,0.002,0.002,0.002,0.002,0.01,0.008,0.006,0.01,-0.03,-0.02,-0.02,-0.03,0.1,0.5870000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.004,0.01,0.002,0.004,0.002,0.005,0.006,0.006,0.008,-0.03,-0.04,-0.03,-0.03,-0.04,0.1,0.5479999999999999,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.002,0.002,0.002,0.002,0.008,0.008,0.004,0.02,-0.03,-0.03,-0.04,-0.04,0.3,0.5329999999999999,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.002,0.002,0.002,0.005,0.01,0.004,0.006,-0.04,-0.03,-0.05,-0.04,-0.04,0.0,0.591,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.002,0.004,0.002,0.004,0.002,0.003,0.006,0.002,0.008,0.02,-0.05,-0.04,-0.04,-0.04,0.1,0.588,-0.01,-0.01,-0.01,0.0,0.0,0.0,0.0,0.0,0.012,0.002,0.002,0.002,0.002,0.002,0.01,0.006,0.006,-0.01,-0.03,-0.03,-0.03,-0.04,0.2,0.542,0.01,0.01,0.01,3.6,0.04,0.04,0.0,0.002,0,0.002,2.5,0.04,0.02,0.003,0.005,0.005,0.006,0.0011,0.0006,0.0011,0.0009,0.001,0.0011,0.001,0.0005,0.0007,0.0009,0.0005,0.006,0.002,0.01,0.005,0.005,0.01,0.006,0.015,0.009000000000000001,0.006,0.011000000000000001,834.0,835.0,2.8,0.04,0.02,0.002,0.004,0.004,0.004,0.002,0.004,0.01,0.02,0.01,0.01,0.0,0.01,0.01,0.02,0.01,0.0,0.01,0.01,15.93,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.01,159.07,0.04,0.01,0.02,0.01,0.04,0.03,0.01,0.01,0.01,0.02,0.03,0.04,0.02,0.02,0.01,0.03,0.03,0.04,0,0.005,0.004,3.8,1.0,1.0,3.972,3.071,3.134,3.398,2.9939999999999998,2.9939999999999998
0.0,0.0,0.0,0.0,0.0,0.008,0.01,0.002,0.003,0.002,0.003,0.006,0.004,0.006,0.02,-0.04,-0.04,-0.05,-0.04,0.2,0.547,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.08,0.004,0.01,0.002,0.002,0.002,0.004,0.008,0.002,0.004,-0.05,-0.05,-0.05,-0.04,-0.05,0.1,0.5329999999999999,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.006,0.006,0.002,0.004,0.002,0.004,0.004,0.006,0.004,-0.03,-0.04,-0.04,-0.04,-0.04,0.1,0.568,0.04,0.04,0.04,0.0,0.0,0.0,0.02,0.03,0.002,0.01,0.002,0.003,0.002,0.003,0.006,0.002,0.002,-0.01,-0.05,-0.04,-0.04,-0.05,0.2,0.5920000000000001,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.002,0.008,0.002,0.002,0.002,0.004,0.004,0.002,0.006,0.02,-0.04,-0.05,-0.04,-0.04,0.1,0.588,0.02,0.02,0.02,0.12,0.1,0.05,0.02,0.0,0.002,0.01,0.002,0.004,0.002,0.002,0.009000000000000001,0.004,0.004,-0.02,-0.05,-0.05,-0.04,-0.04,0.1,0.575,0.01,0.01,0.01,3.8,0.04,0.04,0.0,0.0,0,0.002,3.0,0.04,0.02,0.003,0.004,0.005,0.005,0.0007,0.0008,0.0014,0.0013,0.0013,0.0011,0.0015,0.0011,0.0012,0.0008,0.0008,0.005,0.003,0.013999999999999999,0.004,0.013000000000000001,0.016,0.005,0.015,0.018000000000000002,0.005,0.02,834.0,834.0,,,,,,,,,,0.01,0.01,0.0,0.01,0.02,0.0,0.02,0.02,0.02,0.01,0.01,0.0,15.96,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,159.07,0.02,0.04,0.03,0.02,0.04,0.03,0.02,0.03,0.04,0.02,0.03,0.04,0.02,0.03,0.04,0.02,0.03,0.04,0,-0.003,-0.008,3.7,1.0,1.0,3.4560000000000004,3.89,3.7030000000000003,3.75,3.8160000000000003,3.513
0.12,0.09,0.05,0.02,0.0,0.004,0.005,0.002,0.005,0.002,0.004,0.006,0.006,0.004,-0.03,-0.02,-0.03,-0.03,-0.02,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013999999999999999,0.01,0.002,0.002,0.002,0.004,0.008,0.004,0.004,-0.04,-0.03,-0.03,-0.04,-0.03,0.2,0.6,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.008,0.006,0.002,0.002,0.002,0.002,0.01,0.004,0.002,-0.03,-0.03,-0.02,-0.01,-0.02,0.2,0.5,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.01,0.009000000000000001,0.002,0.003,0.002,0.004,0.006,0.006,0.002,-0.02,-0.04,-0.05,-0.05,-0.03,0.2,0.6,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.008,0.01,0.002,0.002,0.002,0.004,0.008,0.004,0.006,0.02,-0.01,-0.02,-0.02,-0.02,0.1,0.6,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.006,0.009000000000000001,0.002,0.003,0.002,0.004,0.01,0.002,0.004,0.03,-0.03,-0.02,-0.02,-0.03,0.2,0.5,0.02,0.02,0.02,4.0,0.04,0.04,0.0,0.0,0,0.0,2.5,0.04,0.01,0.003,0.005,0.005,0.005,0.0012,0.0008,0.001,0.0014,0.0011,0.0008,0.001,0.0009,0.0007,0.0006,0.0005,0.005,0.002,0.012,0.005,0.013000000000000001,0.012,0.004,0.021,0.011000000000000001,0.003,0.01,834.0,834.0,2.5,0.04,0.02,0.004,0.004,0.005,0.005,0.003,0.004,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,15.95,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,159.07,0.01,0.01,0.03,0.05,0.05,0.04,0.02,0.03,0.05,0.05,0.05,0.04,0.01,0.01,0.02,0.03,0.01,0.01,0,0.005,0.005,4.0,2.0,2.0,3.612,3.597,4.3,2.966,3.543,3.786
0.0,0.0,0.0,0.02,0.03,0.008,0.012,0.002,0.002,0.002,0.003,0.004,0.004,0.004,-0.03,-0.02,-0.02,-0.03,-0.03,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.006,0.002,0.002,0.002,0.005,0.008,0.006,0.006,-0.04,-0.02,-0.01,-0.03,-0.02,0.2,0.6,-0.01,-0.01,-0.01,0.0,0.0,0.0,0.0,0.0,0.006,0.016,0.002,0.003,0.002,0.003,0.008,0.004,0.002,-0.02,-0.01,-0.01,-0.03,-0.02,0.2,0.6,0.01,0.01,0.01,0.0,0.0,0.0,0.03,0.05,0.002,0.01,0.002,0.002,0.002,0.003,0.006,0.004,0.004,0.03,-0.02,-0.03,-0.01,-0.02,0.1,0.5,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.004,0.008,0.002,0.003,0.002,0.003,0.004,0.002,0.006,0.02,-0.03,-0.01,-0.03,-0.02,0.2,0.6,0.02,0.02,0.02,0.0,0.0,0.0,0.03,0.05,0.004,0.012,0.002,0.002,0.002,0.004,0.009000000000000001,0.004,0.002,-0.03,-0.02,-0.01,-0.02,-0.04,0.1,0.6,0.0,0.0,0.0,4.0,0.04,0.04,0.0,0.002,0,0.002,3.0,0.04,0.02,0.003,0.005,0.004,0.005,0.0009,0.0007,0.0011,0.0006,0.001,0.0013,0.0008,0.0011,0.0007,0.0008,0.0005,0.006999999999999999,0.002,0.008,0.002,0.009000000000000001,0.012,0.004,0.022000000000000002,0.009000000000000001,0.006,0.016,834.0,835.0,2.5,0.04,0.015,0.004,0.004,0.004,0.004,0.003,0.005,0.01,0.02,0.01,0.01,0.01,0.02,0.02,0.01,0.02,0.0,0.01,0.01,15.93,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,159.07,0.01,0.05,0.03,0.04,0.05,0.01,0.04,0.04,0.02,0.03,0.04,0.01,0.01,0.05,0.03,0.03,0.05,0.01,0,-0.002,-0.006999999999999999,4.0,2.0,2.0,3.28,3.45,3.295,3.64,3.492,3.576
0.0,0.0,0.0,0.0,0.0,0.002,0.006,0.002,0.002,0.002,0.003,0.008,0.006,0.004,0.01,-0.04,-0.04,-0.04,-0.03,0.0,0.569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013999999999999999,0.006999999999999999,0.002,0.002,0.002,0.004,0.01,0.004,0.006,0.0,-0.03,-0.03,-0.03,-0.04,1.9,0.589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.008,0.002,0.002,0.002,0.004,0.006,0.004,0.004,0.0,-0.04,-0.04,-0.04,-0.05,0.0,0.597,0.02,0.02,0.02,0.0,0.0,0.0,0.02,0.04,0.01,0.008,0.002,0.002,0.002,0.004,0.01,0.002,0.006,0.0,-0.03,-0.04,-0.04,-0.04,0.0,0.583,0.02,0.02,0.02,0.0,0.0,0.02,0.04,0.08,0.013999999999999999,0.006,0.002,0.002,0.002,0.003,0.009000000000000001,0.004,0.004,0.01,-0.04,-0.04,-0.04,-0.04,3.9,0.596,-0.01,-0.01,-0.01,0.0,0.0,0.0,0.02,0.03,0.002,0.012,0.002,0.002,0.002,0.003,0.008,0.004,0.002,0.0,-0.02,-0.02,-0.02,-0.03,0.0,0.5720000000000001,-0.01,-0.01,-0.01,4.2,0.04,0.04,0.0,0.002,0,0.002,3.0,0.04,0.02,0.003,0.005,0.004,0.005,0.0018,0.0012,0.001,0.0011,0.001,0.0009,0.001,0.0011,0.0007,0.0007,0.0004,0.006,0.003,0.015,0.005,0.012,0.017,0.005,0.015,0.018000000000000002,0.004,0.024,835.0,834.0,3.0,0.044000000000000004,0.012,0.01,0.004,0.006,0.004,0.002,0.006,0.01,0.01,0.01,0.02,0.01,0.02,0.01,0.0,0.01,0.02,0.01,0.02,15.93,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,159.07,0.04,0.04,0.01,0.01,0.03,0.03,0.01,0.02,0.02,0.04,0.03,0.03,0.04,0.01,0.01,0.03,0.04,0.01,0,-0.006,-0.005,4.0,1.0,1.0,4.11,4.742,4.4319999999999995,4.496,4.896,4.562
0.08,0.06,0.03,0.0,0.0,0.01,0.009000000000000001,0.002,0.002,0.002,0.004,0.008,0.008,0.008,0.02,-0.05,-0.04,-0.05,-0.04,0.0,0.574,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.002,0.012,0.002,0.003,0.002,0.004,0.008,0.006,0.006,-0.03,-0.04,-0.04,-0.04,-0.04,0.1,0.5660000000000001,0.01,0.01,0.01,0.08,0.06,0.03,0.0,0.0,0.006,0.008,0.002,0.002,0.002,0.004,0.008,0.008,0.002,-0.01,-0.04,-0.03,-0.03,-0.04,0.1,0.5710000000000001,0.03,0.03,0.03,0.0,0.0,0.0,0.02,0.03,0.002,0.01,0.002,0.002,0.002,0.002,0.01,0.006,0.002,0.02,-0.03,-0.04,-0.03,-0.04,0.1,0.562,0.04,0.04,0.04,0.0,0.0,0.0,0.02,0.04,0.002,0.008,0.002,0.002,0.002,0.002,0.008,0.006,0.004,-0.03,-0.05,-0.04,-0.04,-0.04,0.3,0.598,0.04,0.04,0.04,0.0,0.0,0.0,0.02,0.04,0.002,0.01,0.002,0.002,0.002,0.002,0.006,0.004,0.004,0.01,-0.03,-0.03,-0.04,-0.03,0.4,0.573,0.02,0.02,0.02,3.5,0.04,0.04,0.0,0.0,0,0.0,2.5,0.04,0.02,0.003,0.004,0.005,0.006,0.001,0.001,0.0007,0.0006,0.0004,0.0009,0.0007,0.0005,0.0004,0.0006,0.0003,0.006,0.002,0.002,0.003,0.002,0.005,0.003,0.005,0.004,0.004,0.003,834.0,835.0,2.5,0.04,0.015,0.004,0.004,0.005,0.004,0.004,0.004,0.01,0.01,0.02,0.01,0.01,0.0,0.01,0.02,0.01,0.02,0.01,0.02,15.93,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,159.07,0.04,0.02,0.04,0.04,0.02,0.05,0.01,0.02,0.05,0.04,0.02,0.04,0.03,0.01,0.02,0.05,0.03,0.03,0,0.003,0.006,3.7,1.0,1.0,3.7889999999999997,3.5039999999999996,3.313,3.201,3.737,3.219
0.0,0.0,0.0,0.02,0.03,0.004,0.008,0.002,0.002,0.002,0.004,0.002,0.008,0.008,0.05,-0.01,-0.01,-0.02,-0.02,1.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.008,0.002,0.002,0.002,0.004,0.008,0.006,0.002,0.05,-0.01,-0.01,-0.02,-0.02,1.0,0.6,-0.01,-0.01,-0.01,0.0,0.0,0.0,0.0,0.0,0.004,0.006,0.002,0.005,0.002,0.003,0.004,0.006,0.006,0.05,-0.01,-0.02,-0.05,-0.02,2.0,0.58,-0.03,-0.03,-0.03,0.0,0.0,0.0,0.02,0.03,0.002,0.006,0.002,0.004,0.002,0.004,0.009000000000000001,0.004,0.004,0.05,-0.01,-0.01,-0.04,-0.03,2.0,0.557,-0.02,-0.02,-0.02,0.0,0.0,0.0,0.0,0.0,0.012,0.008,0.002,0.003,0.002,0.003,0.006,0.004,0.006,0.05,-0.02,-0.02,-0.02,-0.02,1.0,0.6,-0.02,-0.02,-0.02,0.0,0.0,0.0,0.0,0.0,0.006,0.006,0.002,0.004,0.002,0.004,0.006,0.006,0.006,0.05,-0.03,-0.03,-0.03,-0.02,2.0,0.6,-0.01,-0.01,-0.01,3.8,0.04,0.04,0.0,0.002,0,0.0,2.5,0.04,0.02,0.003,0.005,0.004,0.005,0.0008,0.0009,0.0014,0.0009,0.0008,0.001,0.0009,0.0005,0.0009,0.001,0.0008,0.006,0.002,0.013999999999999999,0.003,0.013000000000000001,0.018000000000000002,0.006,0.023,0.012,0.006,0.009000000000000001,834.0,834.0,2.5,0.04,0.015,0.005,0.004,0.005,0.004,0.004,0.003,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.01,15.93,0.0,0.01,0.01,0.01,0.0,0.01,0.01,0.01,159.07,0.01,0.01,0.05,0.03,0.01,0.05,0.03,0.01,0.01,0.04,0.03,0.01,0.02,0.01,0.01,0.05,0.01,0.01,0,0.004,0.006999999999999999,3.5,1.0,1.0,3.91,3.676,3.216,3.3689999999999998,3.375,4.468
0.0,0.0,0.0,0.02,0.03,0.006,0.006,0.002,0.005,0.002,0.002,0.004,0.004,0.002,0.05,-0.01,-0.01,-0.01,-0.01,1.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.002,0.006,0.002,0.003,0.002,0.002,0.006,0.004,0.004,0.05,-0.02,-0.02,-0.02,-0.02,1.0,0.6,0.02,0.02,0.02,0.0,0.0,0.02,0.04,0.08,0.002,0.005,0.002,0.005,0.002,0.004,0.01,0.006,0.002,0.05,-0.03,-0.03,-0.03,-0.03,1.0,0.55,0.03,0.03,0.03,0.0,0.0,0.0,0.03,0.05,0.004,0.01,0.002,0.003,0.002,0.002,0.006,0.002,0.006,0.05,-0.02,-0.02,-0.02,-0.02,1.0,0.6,0.04,0.04,0.04,0.0,0.0,0.0,0.02,0.04,0.006,0.008,0.002,0.002,0.002,0.005,0.006,0.006,0.004,0.05,-0.02,-0.02,-0.02,-0.02,1.0,0.6,0.03,0.03,0.03,0.0,0.0,0.0,0.02,0.03,0.006,0.008,0.002,0.002,0.002,0.004,0.006999999999999999,0.004,0.004,0.05,-0.03,-0.03,-0.03,-0.03,1.0,0.55,0.01,0.01,0.01,3.8,0.04,0.04,0.0,0.002,0,0.002,3.0,0.04,0.02,0.002,0.004,0.004,0.004,0.0017,0.0011,0.0008,0.0009,0.0007,0.0009,0.001,0.0005,0.0007,0.0013,0.0009,0.008,0.003,0.005,0.004,0.003,0.006,0.005,0.006,0.008,0.006,0.013999999999999999,834.0,835.0,,,,,,,,,,0.01,0.01,0.02,0.01,0.0,0.01,0.01,0.0,0.01,0.02,0.01,0.02,15.94,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,159.07,0.04,0.02,0.04,0.04,0.03,0.02,0.04,0.04,0.02,0.03,0.02,0.02,0.04,0.02,0.01,0.01,0.01,0.02,0,-0.005,-0.005,3.7,1.0,1.0,4.05,3.46,2.977,3.179,3.198,2.8339999999999996
0.0,0.0,0.0,0.02,0.04,0.002,0.013999999999999999,0.002,0.002,0.002,0.004,0.01,0.008,0.008,0.05,-0.01,-0.01,-0.01,-0.01,1.0,0.527,0.01,0.0,0.01,0.09,0.07,0.04,0.02,0.0,0.002,0.012,0.002,0.004,0.002,0.002,0.008,0.006,0.006,0.05,-0.01,-0.01,-0.01,-0.01,1.0,0.6,0.02,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.002,0.016,0.002,0.003,0.002,0.003,0.009000000000000001,0.006,0.004,0.05,-0.04,-0.04,-0.01,-0.01,1.0,0.525,-0.01,-0.01,-0.01,0.0,0.0,0.02,0.04,0.07,0.002,0.024,0.002,0.002,0.002,0.004,0.01,0.004,0.006,0.05,-0.01,-0.02,-0.01,-0.01,1.0,0.511,0.01,0.01,0.01,0.0,0.0,0.0,0.02,0.04,0.002,0.024,0.002,0.003,0.002,0.002,0.01,0.006,0.004,0.05,-0.01,-0.01,-0.01,-0.01,1.0,0.575,0.02,0.02,0.02,0.0,0.0,0.0,0.03,0.05,0.002,0.016,0.002,0.005,0.002,0.002,0.008,0.004,0.006,0.05,-0.01,-0.02,-0.01,-0.03,1.0,0.565,0.02,0.02,0.02,4.0,0.04,0.04,0.0,0.002,0,0.002,2.5,0.04,0.02,0.003,0.005,0.004,0.005,0.0018,0.001,0.0009,0.0011,0.0009,0.0011,0.0012,0.0015,0.0004,0.0007,0.0003,0.008,0.003,0.006,0.005,0.005,0.006999999999999999,0.006,0.012,0.009000000000000001,0.005,0.009000000000000001,835.0,835.0,3.0,0.04,0.01,0.008,0.004,0.002,0.006,0.002,0.004,0.01,0.01,0.01,0.0,0.01,0.02,0.02,0.01,0.01,0.02,0.01,0.02,15.92,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,159.07,0.04,0.02,0.03,0.02,0.01,0.01,0.03,0.04,0.04,0.02,0.01,0.01,0.03,0.03,0.03,0.04,0.04,0.03,0,0.005,0.003,4.0,1.0,1.0,3.292,2.991,2.972,3.21,3.068,2.9589999999999996
0.0,0.0,0.03,0.06,0.12,0.003,0.006,0.002,0.003,0.002,0.003,0.008,0.008,0.008,-0.03,-0.01,-0.02,-0.03,-0.03,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.13,0.004,0.004,0.002,0.004,0.002,0.003,0.01,0.006,0.006,-0.01,-0.03,-0.05,-0.03,-0.01,0.2,0.5,0.01,0.01,0.01,0.0,0.0,0.0,0.02,0.03,0.002,0.006,0.002,0.002,0.002,0.003,0.01,0.006,0.002,-0.04,-0.02,-0.01,-0.01,-0.03,0.2,0.4,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.012,0.006,0.002,0.002,0.002,0.004,0.006,0.004,0.008,0.04,-0.02,-0.02,-0.04,-0.02,0.1,0.4,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.008,0.006,0.002,0.003,0.002,0.003,0.01,0.006,0.002,0.02,-0.05,-0.04,-0.05,-0.01,0.2,0.5,-0.02,-0.02,-0.02,0.0,0.0,0.0,0.02,0.03,0.004,0.006,0.002,0.002,0.002,0.003,0.01,0.004,0.006,-0.05,-0.02,-0.01,-0.02,-0.04,0.2,0.5,0.0,0.0,0.0,4.0,0.04,0.04,0.0,0.002,0,0.002,2.5,0.04,0.02,0.003,0.004,0.004,0.005,0.0015,0.0011,0.0008,0.0009,0.0008,0.0009,0.0009,0.0007,0.0007,0.0009,0.0005,0.008,0.002,0.006999999999999999,0.003,0.005,0.012,0.005,0.016,0.01,0.005,0.02,834.0,834.0,3.0,0.04,0.01,0.004,0.006,0.002,0.004,0.002,0.004,0.01,0.01,0.02,0.01,0.02,0.01,0.0,0.01,0.01,0.02,0.02,0.02,15.94,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,159.07,0.04,0.03,0.04,0.04,0.03,0.02,0.02,0.03,0.03,0.02,0.02,0.01,0.01,0.04,0.01,0.04,0.04,0.02,0,-0.005,-0.006999999999999999,4.0,0.0,0.0,4.253,4.357,4.305,4.206,4.395,4.1419999999999995
0.0,0.0,0.0,0.0,0.0,0.004,0.005,0.002,0.005,0.002,0.003,0.006,0.004,0.002,-0.02,-0.02,-0.03,-0.02,-0.01,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.01,0.002,0.002,0.002,0.004,0.006,0.006,0.002,-0.03,-0.03,-0.02,-0.02,-0.02,0.2,0.6,-0.02,-0.02,-0.02,0.0,0.0,0.0,0.0,0.0,0.006,0.008,0.002,0.002,0.002,0.004,0.006,0.002,0.006,-0.03,-0.03,-0.02,-0.02,-0.03,0.1,0.5,-0.04,-0.04,-0.04,0.0,0.0,0.0,0.0,0.0,0.016,0.012,0.002,0.003,0.002,0.003,0.008,0.002,0.004,-0.02,-0.01,-0.01,-0.02,-0.03,0.2,0.6,-0.02,-0.02,-0.02,0.12,0.1,0.05,0.02,0.0,0.004,0.006,0.002,0.003,0.002,0.004,0.008,0.006,0.004,-0.02,-0.04,-0.03,-0.02,-0.02,0.2,0.6,-0.03,-0.03,-0.03,0.1,0.08,0.04,0.02,0.0,0.01,0.012,0.002,0.004,0.002,0.005,0.006,0.002,0.002,0.01,-0.03,-0.02,-0.02,-0.01,0.2,0.6,-0.01,-0.01,-0.01,4.5,0.04,0.04,0.0,0.0,0,0.002,2.5,0.04,0.02,0.003,0.004,0.005,0.005,0.0014,0.001,0.0011,0.0011,0.0011,0.0014,0.0007,0.001,0.0011,0.0006,0.0007,0.005,0.002,0.01,0.005,0.009000000000000001,0.013999999999999999,0.005,0.011000000000000001,0.013999999999999999,0.006,0.011000000000000001,834.0,834.0,3.0,0.044000000000000004,0.01,0.002,0.002,0.002,0.002,0.002,0.004,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.02,0.01,15.92,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,159.07,0.03,0.03,0.03,0.05,0.03,0.05,0.04,0.03,0.03,0.02,0.05,0.01,0.01,0.03,0.02,0.01,0.02,0.05,0,0.006,0.005,4.0,2.0,2.0,3.69,3.085,2.8080000000000003,4.314,4.25,3.96
